user_id,name,total_spent,spending_rank
14990,"Varun Jain",534989.4,176
14922,"Ankit Mishra",534935.3,177
10241,"Karan Jain",534710.94,178
10775,"Pooja Jain",534578.82,179
12145,"Vivaan Sinha",534050.16,180
11833,"Vivaan Gupta",533879.81,181
12912,"Aman Gupta",531637.92,182
12027,"Karan Kumar",530589.99,183
13011,"Isha Shah",530384.42,184
14932,"Himanshu Chauhan",530292.53,185
10344,"Riya Tiwari",529524.24,186
11249,"Aarav Sharma",528473.94,187
13985,"Sneha Singh",528470.11,188
11880,"Simran Gupta",528426.55,189
12771,"Vivaan Sharma",527675.66,190
14425,"Varun Agarwal",526620.22,191
14977,"Vikas Bansal",525023.63,192
12199,"Rohan Bansal",524265.2,193
14376,"Aarav Srivastava",524223.27,194
13634,"Vikas Agarwal",523946.33,195
13033,"Rohit Malhotra",523572.65,196
12424,"Akash Bansal",523246.86,197
11875,"Aarav Srivastava",522840.12,198
10571,"Aditya Bansal",522653.75,199
12750,"Aman Verma",521879.25,200
11402,"Riya Bansal",520495.65,201
14630,"Sahil Mishra",520328.28,202
14326,"Riya Joshi",519935.02,203
13972,"Isha Bansal",519918.42,204
14153,"Mohit Chauhan",519548.7,205
10536,"Isha Verma",519381.76,206
14880,"Aarav Chauhan",518873.35,207
12444,"Abhishek Patel",518512.1,208
11147,"Arjun Singh",517767.94,209
11499,"Aman Malhotra",517475.35,210
11950,"Abhishek Jain",517266.16,211
12120,"Karan Patel",516181.49,212
14427,"Neha Gupta",515387.61,213
11380,"Abhishek Singh",515305.31,214
12253,"Isha Chauhan",514882.22,215
10754,"Neha Kapoor",513811.64,216
14975,"Sahil Srivastava",513626.12,217
13330,"Mohit Kumar",511441.93,218
14994,"Nikhil Mehta",511071.21,219
10858,"Simran Patel",511015.6,220
14256,"Himanshu Sinha",510527.65,221
12819,"Yash Sinha",509963.82,222
12763,"Isha Shah",509839.11,223
12720,"Rohan Kumar",507721.77,224
10866,"Vikas Shah",506938.16,225
12422,"Kavya Srivastava",506395.66,226
10914,"Rahul Kapoor",506380.72,227
11738,"Neeraj Kapoor",505733.46,228
10848,"Pooja Patel",504876.24,229
14894,"Ananya Joshi",504643.4,230
10750,"Isha Jain",503790.99,231
14215,"Karan Sharma",503376.57,232
13225,"Nikhil Kapoor",503313.64,233
14643,"Neeraj Malhotra",502747.88,234
14210,"Karan Joshi",502565.69,235
13573,"Akash Yadav",502368.02,236
11257,"Kavya Shah",502216.45,237
13749,"Karan Singh",501786.62,238
12091,"Vikas Chauhan",501072.68,239
14081,"Karan Kumar",500880.98,240
13421,"Nikhil Srivastava",499408.78,241
11987,"Sneha Bansal",499147.72,242
10701,"Sneha Sharma",499107.35,243
12724,"Aman Singh",498937.06,244
11623,"Riya Jain",498361.83,245
10211,"Mohit Kumar",497689.52,246
12664,"Aditya Shah",496812.1,247
10943,"Arjun Malhotra",496225.62,248
11130,"Simran Shah",496070.97,249
12058,"Mohit Malhotra",495411.51,250
13483,"Sneha Jain",494166.82,251
11579,"Abhishek Malhotra",493861.67,252
13738,"Neeraj Gupta",493685.98,253
11446,"Sahil Chauhan",493318.19,254
13166,"Rohan Singh",492085.58,255
13584,"Rohit Kapoor",491756.03,256
11383,"Yash Bansal",491707.65,257
10995,"Ananya Chauhan",491050.78,258
13944,"Rohit Chauhan",490383.54,259
11726,"Yash Bansal",490086.1,260
14678,"Aditya Joshi",489991.71,261
10718,"Kavya Shah",489548.82,262
11745,"Arjun Singh",489015.53,263
12586,"Abhishek Sharma",488947.95,264
13976,"Aditi Yadav",488032.39,265
12327,"Sneha Joshi",486132.23,266
14709,"Neha Srivastava",485878.1,267
14219,"Akash Kapoor",485722.03,268
14519,"Arjun Tiwari",485343.16,269
14363,"Aditya Malhotra",485276.1,270
10397,"Neha Kapoor",484362.8,271
14831,"Abhishek Sharma",483478.95,272
11255,"Kavya Chauhan",483358.91,273
14004,"Mohit Singh",482936.42,274
11024,"Ananya Agarwal",482653.48,275
10035,"Neha Patel",481393.35,276
10972,"Yash Kumar",481343.96,277
11099,"Kavya Srivastava",481043.6,278
10919,"Abhishek Sinha",478982.34,279
14311,"Vivaan Tiwari",478138.18,280
10675,"Varun Kumar",477874.38,281
10354,"Rohit Shah",477706.96,282
12838,"Aarav Agarwal",477423.11,283
13348,"Aditi Chauhan",477342.72,284
12743,"Aarav Malhotra",477150.71,285
13241,"Pooja Kumar",476506.31,286
10136,"Kavya Yadav",476213.11,287
11457,"Aarav Chauhan",476031.69,288
10918,"Varun Shah",475968.37,289
14971,"Neeraj Sinha",475271.85,290
12618,"Sneha Verma",474847.15,291
12804,"Neha Bansal",474817.2,292
10923,"Sahil Malhotra",474524.59,293
13379,"Rohan Singh",474063.23,294
10567,"Aman Kapoor",473983.57,295
10725,"Aditi Sinha",473749.27,296
14352,"Rahul Verma",473722.03,297
11852,"Nikhil Agarwal",473199.02,298
11574,"Karan Gupta",472150.06,299
13674,"Abhishek Sharma",471953.6,300
10055,"Arjun Chauhan",471545.15,301
13280,"Arjun Srivastava",471433.49,302
14503,"Mohit Kumar",471076.17,303
13287,"Isha Singh",470821.02,304
14066,"Pooja Shah",470548.06,305
14175,"Aditi Agarwal",470483.89,306
12241,"Mohit Kumar",470059.27,307
12945,"Yash Kapoor",469945.7,308
10610,"Rohit Gupta",469438.3,309
12416,"Akash Joshi",469183.48,310
13249,"Riya Singh",468816.91,311
12467,"Ananya Sharma",468585.67,312
12902,"Ankit Srivastava",468511.52,313
13169,"Neeraj Chauhan",467903.75,314
11354,"Vikas Gupta",467872.03,315
12266,"Abhishek Jain",467739.39,316
14348,"Nikhil Kumar",467591.94,317
14435,"Ananya Srivastava",466765.66,318
12962,"Aarav Singh",466630.35,319
11190,"Sneha Tiwari",466471.66,320
14515,"Kavya Sharma",466283.91,321
12295,"Aman Tiwari",465280.95,322
14095,"Neeraj Kumar",465088.72,323
10174,"Yash Mehta",464807.54,324
10427,"Arjun Kapoor",464440.43,325
14556,"Akash Tiwari",463651,326
12413,"Aditi Shah",463309.3,327
14110,"Nikhil Sharma",462945.61,328
11760,"Yash Agarwal",462392.89,329
14191,"Pooja Joshi",461716.39,330
11761,"Kavya Chauhan",461655.45,331
12864,"Abhishek Jain",460949.8,332
12675,"Vikas Srivastava",460785.89,333
11556,"Aarav Singh",460197.98,334
11965,"Neha Bansal",460071.82,335
14102,"Yash Verma",459940.67,336
10825,"Aman Bansal",459883.39,337
12132,"Ananya Srivastava",459824.56,338
10155,"Sahil Bansal",459770.58,339
13373,"Kavya Shah",459186.48,340
12228,"Mohit Mehta",458721.31,341
14335,"Rahul Kapoor",458417.27,342
14145,"Vivaan Shah",458153.93,343
14773,"Pooja Yadav",458002.9,344
14211,"Ananya Jain",457891.29,345
13349,"Abhishek Malhotra",456774.59,346
12929,"Karan Verma",456686.41,347
14974,"Karan Singh",456376.78,348
11073,"Aditi Bansal",456374.41,349
14781,"Arjun Srivastava",456356.67,350
11877,"Aman Tiwari",455909.41,351
13321,"Aditi Shah",454151.97,352
12305,"Rohit Srivastava",453838.09,353
10783,"Neeraj Tiwari",453668.22,354
14513,"Mohit Chauhan",453329.61,355
11171,"Simran Agarwal",453134.54,356
11331,"Karan Sinha",452926.34,357
12952,"Vikas Malhotra",452093.54,358
12201,"Vivaan Mishra",451886.6,359
11963,"Ankit Bansal",451489.75,360
11076,"Neeraj Patel",451481.57,361
14458,"Isha Tiwari",450756.07,362
11627,"Aditya Verma",450653.05,363
10260,"Isha Joshi",450457.72,364
11807,"Himanshu Mehta",449786.92,365
13427,"Aman Mishra",449474.36,366
10473,"Himanshu Sharma",449428.03,367
12719,"Rohan Sinha",448045.53,368
10061,"Rohit Agarwal",448036.28,369
14390,"Simran Kapoor",447376.6,370
12824,"Ankit Malhotra",447197.7,371
11615,"Neeraj Kumar",446760.56,372
10087,"Sahil Gupta",446513.25,373
14824,"Rohan Verma",445628.96,374
11341,"Pooja Tiwari",445507.12,375
13698,"Arjun Sinha",444560.92,376
13596,"Vivaan Yadav",443915.99,377
12043,"Varun Mishra",443768.24,378
12799,"Isha Shah",442509.03,379
14675,"Yash Shah",442247.27,380
10706,"Isha Yadav",441837.6,381
12162,"Simran Malhotra",441519.79,382
14853,"Yash Sinha",441260.55,383
10829,"Vivaan Sinha",440566.76,384
14386,"Karan Agarwal",440487.25,385
14030,"Himanshu Verma",439569.74,386
12362,"Simran Srivastava",439325.93,387
12384,"Priya Joshi",438732.22,388
13833,"Akash Tiwari",438565.91,389
13607,"Isha Tiwari",438360.83,390
13143,"Varun Shah",438243.81,391
12329,"Aditi Srivastava",437480.77,392
13162,"Kavya Srivastava",436504.21,393
13017,"Rohan Sharma",436427.8,394
13649,"Mohit Sharma",436274.1,395
10309,"Simran Kapoor",436239.23,396
11542,"Ankit Verma",435265.96,397
10109,"Arjun Gupta",435232.47,398
14716,"Arjun Jain",434528.93,399
14574,"Akash Kapoor",433232.66,400
13417,"Sahil Chauhan",432877.73,401
14465,"Rohit Patel",432705.89,402
14042,"Aditi Mishra",431411.85,403
11070,"Ananya Malhotra",430921.63,404
12313,"Neha Mehta",430638.78,405
12363,"Neeraj Malhotra",430333.41,406
14710,"Isha Jain",428952.55,407
11811,"Aditya Sharma",428730.98,408
12370,"Aditya Gupta",428693.41,409
11265,"Aman Verma",428693.37,410
10491,"Vivaan Mishra",428385.49,411
10981,"Rohan Chauhan",428370.72,412
11494,"Vikas Sharma",428157.83,413
12542,"Pooja Joshi",427872.03,414
13603,"Neeraj Malhotra",427811.8,415
12356,"Sneha Mehta",427419.89,416
11060,"Riya Chauhan",426687.95,417
10587,"Aditya Tiwari",426562.6,418
12153,"Ankit Bansal",426180.19,419
12420,"Priya Mehta",425876.39,420
11391,"Kavya Sinha",425758.01,421
12645,"Karan Mehta",425577.97,422
11021,"Pooja Joshi",425319.61,423
10820,"Aman Kapoor",424761.25,424
14310,"Vikas Singh",424560.65,425
10390,"Riya Srivastava",424295.39,426
11394,"Nikhil Malhotra",424252.62,427
13054,"Neeraj Patel",423870.24,428
12597,"Nikhil Chauhan",423703.52,429
12410,"Kavya Chauhan",423539.4,430
11075,"Karan Sharma",423512.66,431
12064,"Priya Jain",423077.47,432
11117,"Aditya Jain",422869.44,433
11500,"Rohan Mehta",422054.38,434
11514,"Varun Yadav",421911.26,435
11611,"Varun Tiwari",421453.96,436
14475,"Vivaan Mehta",421330.06,437
10099,"Yash Mehta",421234.61,438
11986,"Mohit Agarwal",420854.28,439
14883,"Aarav Patel",420847.23,440
14124,"Himanshu Yadav",420695.89,441
13902,"Simran Gupta",420171.72,442
10977,"Vivaan Sharma",419689.59,443
11145,"Varun Gupta",419555.21,444
14072,"Mohit Mishra",419411.12,445
12054,"Aman Patel",419062.68,446
13860,"Aditi Patel",418928.81,447
11707,"Mohit Joshi",418661.52,448
13157,"Vivaan Jain",418272.93,449
10412,"Yash Patel",418186.54,450
13031,"Varun Chauhan",417842.13,451
14324,"Abhishek Chauhan",417530.83,452
13783,"Nikhil Yadav",417344.61,453
13207,"Simran Mehta",416218.41,454
12876,"Rahul Shah",416082.56,455
12594,"Simran Tiwari",416065.95,456
13177,"Abhishek Agarwal",415239.53,457
14347,"Rahul Shah",415231.56,458
12018,"Vivaan Jain",414761.75,459
13244,"Sahil Singh",414574.42,460
13508,"Mohit Joshi",413836.07,461
13351,"Simran Joshi",413617.82,462
10542,"Rahul Joshi",413540.85,463
10876,"Abhishek Srivastava",413490.87,464
14437,"Aditi Joshi",413475.14,465
14258,"Akash Joshi",413431.95,466
10340,"Rohit Malhotra",412870,467
11193,"Yash Singh",412599.59,468
13832,"Himanshu Agarwal",412281.22,469
14777,"Himanshu Jain",412041.43,470
10149,"Neeraj Kumar",411350.74,471
10425,"Kavya Jain",411095.91,472
12375,"Sahil Mehta",411026.83,473
10928,"Simran Kumar",410746.86,474
11502,"Rohan Kumar",410729.58,475
14561,"Rohit Srivastava",410698.05,476
14180,"Vikas Sinha",409935.91,477
11268,"Vivaan Kapoor",409542.29,478
10216,"Vikas Tiwari",409177.09,479
13100,"Riya Patel",409143.23,480
12503,"Arjun Joshi",409052.09,481
12736,"Riya Verma",409049.25,482
13937,"Mohit Mishra",408666.96,483
12670,"Rahul Chauhan",407626.19,484
13245,"Arjun Jain",407413.79,485
14292,"Ankit Kapoor",407135.81,486
12910,"Aditi Srivastava",406682.84,487
11712,"Arjun Agarwal",406681.42,488
10613,"Akash Joshi",405821.2,489
12374,"Pooja Patel",405754.44,490
12610,"Neeraj Malhotra",405079.64,491
11787,"Pooja Verma",405024.97,492
14275,"Arjun Bansal",404974.27,493
14422,"Pooja Gupta",404715.01,494
11592,"Abhishek Kapoor",404574.77,495
11961,"Yash Tiwari",404100.32,496
11910,"Riya Agarwal",403969.19,497
10551,"Neha Kumar",403930.59,498
13666,"Ananya Sinha",403918.53,499
13125,"Priya Sinha",403779.51,500
11068,"Nikhil Shah",403572.36,501
11930,"Karan Mehta",403322.85,502
10482,"Priya Shah",403134.66,503
14862,"Varun Bansal",403073.05,504
13661,"Priya Joshi",402882.81,505
14197,"Sneha Agarwal",402842.56,506
12222,"Sahil Singh",401224.38,507
11820,"Vivaan Shah",400720.98,508
10176,"Isha Yadav",400545.72,509
10742,"Riya Sharma",400249.15,510
14600,"Vivaan Malhotra",400178.16,511
13402,"Ananya Jain",399222.26,512
11547,"Ankit Srivastava",399206.22,513
13979,"Mohit Chauhan",399148.58,514
13264,"Aditya Kumar",399134.64,515
14638,"Simran Jain",398834.86,516
13174,"Neeraj Sinha",398609.75,517
13184,"Isha Sharma",398031.41,518
13675,"Yash Shah",397908.18,519
14083,"Isha Kapoor",397808.14,520
12620,"Arjun Verma",397611.78,521
14166,"Kavya Kapoor",397501.57,522
13340,"Arjun Joshi",397467.73,523
13108,"Ananya Joshi",397448.66,524
12152,"Abhishek Patel",396722.08,525
14946,"Himanshu Singh",396512.45,526
14456,"Yash Srivastava",395848.99,527
11735,"Arjun Verma",395750.47,528
14605,"Sahil Tiwari",395287.81,529
10786,"Neeraj Chauhan",395181.39,530
14378,"Akash Kumar",394978.04,531
14619,"Rohan Singh",394967.29,532
12334,"Neha Yadav",394782.48,533
14829,"Aarav Bansal",394156.22,534
14836,"Vikas Mehta",394076.53,535
12203,"Sneha Mishra",394020.39,536
10503,"Aman Gupta",393975.33,537
13948,"Neeraj Jain",393910.63,538
13308,"Pooja Chauhan",393707.85,539
14995,"Aarav Bansal",393257.73,540
14507,"Kavya Verma",392976.96,541
12346,"Sneha Mishra",392234.16,542
12285,"Isha Bansal",392060.65,543
11165,"Vivaan Shah",392022.11,544
10714,"Isha Sharma",391941.86,545
10698,"Ananya Sharma",391891.81,546
14259,"Akash Singh",391823.87,547
11821,"Himanshu Chauhan",391119.7,548
13943,"Riya Bansal",390350.77,549
12562,"Rohan Sharma",389446.65,550
14237,"Himanshu Kumar",389117.41,551
11904,"Rohan Jain",388525.17,552
12561,"Arjun Bansal",387909.17,553
14737,"Himanshu Kumar",387551.58,554
11591,"Sahil Chauhan",387141.06,555
13257,"Ananya Jain",386344.13,556
10872,"Nikhil Singh",386179.89,557
14822,"Himanshu Joshi",385888.6,558
11348,"Ananya Jain",385391.18,559
13611,"Vikas Kapoor",384484.53,560
12084,"Mohit Kapoor",384137.86,561
12506,"Aman Gupta",383924.06,562
11932,"Isha Agarwal",383873.91,563
14539,"Neeraj Chauhan",383673.25,564
14143,"Kavya Verma",383217.21,565
11485,"Vikas Kapoor",383195.11,566
11755,"Karan Gupta",382921.68,567
10262,"Ankit Singh",382748.18,568
14248,"Karan Sinha",382050.56,569
13568,"Isha Bansal",382043.44,570
10366,"Aman Gupta",381939.25,571
13688,"Vikas Kapoor",381504.11,572
11886,"Aditi Singh",381297.98,573
14887,"Yash Verma",380273.4,574
14394,"Simran Agarwal",380131.73,575
13160,"Rohit Chauhan",379917.72,576
11281,"Rahul Agarwal",378443.07,577
10511,"Arjun Yadav",378162.51,578
13965,"Mohit Yadav",377798.99,579
13345,"Ananya Mehta",377784.47,580
10292,"Pooja Srivastava",377345.91,581
10689,"Isha Agarwal",376707.72,582
11896,"Sneha Patel",376679.12,583
13382,"Aarav Shah",376425.51,584
12083,"Pooja Singh",376344.42,585
14525,"Kavya Singh",376039.49,586
11438,"Ananya Jain",375880.73,587
11454,"Mohit Tiwari",375828.28,588
12803,"Varun Gupta",375794.46,589
12694,"Ankit Chauhan",375635.59,590
14633,"Vikas Kumar",375511.26,591
12418,"Rohan Malhotra",375298.71,592
10305,"Nikhil Chauhan",375239.96,593
10393,"Akash Sinha",375160.04,594
14700,"Arjun Tiwari",374923.86,595
14616,"Vivaan Bansal",374841.93,596
13627,"Yash Yadav",374651.13,597
14527,"Aditi Kapoor",374529.18,598
12989,"Pooja Patel",374458.64,599
12014,"Sahil Patel",374417.02,600
10764,"Ankit Mishra",374274.24,601
12780,"Priya Malhotra",373901.7,602
10296,"Rohit Shah",373748.95,603
11210,"Arjun Mehta",373597.28,604
12931,"Rohit Malhotra",373060.65,605
12832,"Kavya Kapoor",373040.83,606
13908,"Abhishek Jain",372820.92,607
11825,"Arjun Mehta",372811.37,608
14332,"Yash Tiwari",372527.9,609
11927,"Vivaan Kumar",372367.58,610
14129,"Rahul Mishra",371773.72,611
14298,"Rohan Kumar",371453.34,612
10534,"Riya Sharma",371430.02,613
10875,"Isha Singh",371124.49,614
11631,"Neeraj Mishra",371065.39,615
13381,"Vikas Singh",371040.26,616
14340,"Rohit Jain",370630.55,617
12431,"Pooja Patel",370533.64,618
12767,"Aman Mehta",370527.66,619
14207,"Akash Malhotra",370501.8,620
13479,"Aditya Chauhan",370239.13,621
14385,"Nikhil Patel",370014.11,622
11384,"Priya Singh",370006.25,623
13613,"Aditya Bansal",369957.3,624
10418,"Abhishek Shah",369708.49,625
10369,"Himanshu Gupta",369128.34,626
10813,"Riya Mishra",368747.02,627
11898,"Priya Agarwal",368673.06,628
10909,"Nikhil Jain",368171.27,629
12081,"Priya Kumar",368047.88,630
14345,"Priya Srivastava",367608.76,631
10284,"Ananya Sharma",367418.63,632
13179,"Arjun Bansal",366412.78,633
13566,"Kavya Gupta",366323.12,634
14308,"Karan Yadav",366162.09,635
11077,"Yash Kumar",366148.9,636
14739,"Ananya Srivastava",365940.97,637
14542,"Priya Jain",365703.22,638
10694,"Priya Malhotra",365348.22,639
10382,"Abhishek Singh",365269.88,640
11385,"Simran Kumar",365119.06,641
14681,"Rohit Kapoor",364825.54,642
12451,"Aditi Patel",364719.19,643
13413,"Priya Shah",364424.85,644
12921,"Aman Singh",364370.3,645
12337,"Aman Srivastava",364326.81,646
14639,"Neha Srivastava",363676.78,647
10665,"Nikhil Mehta",363561.71,648
12223,"Varun Yadav",363328.79,649
13906,"Isha Joshi",363141.79,650
11176,"Simran Malhotra",363016.51,651
10897,"Yash Bansal",362928.74,652
13677,"Sahil Sinha",362473.84,653
10121,"Isha Tiwari",362173.3,654
10844,"Aditya Shah",361904.47,655
10431,"Nikhil Sharma",361759.64,656
10081,"Neha Mishra",361517.91,657
12938,"Aditi Mishra",361481.66,658
11223,"Neeraj Gupta",361220.36,659
14799,"Pooja Mishra",360769.85,660
13730,"Pooja Yadav",360241.98,661
12809,"Ananya Verma",359968.42,662
10060,"Pooja Kumar",359824.81,663
13507,"Abhishek Agarwal",359807.67,664
10019,"Ananya Sharma",359480.71,665
10209,"Rahul Mehta",359435.32,666
11817,"Arjun Bansal",359287.2,667
13364,"Rahul Jain",359238.09,668
12269,"Arjun Joshi",358675.04,669
12537,"Varun Sinha",358554.62,670
12097,"Riya Srivastava",358495.13,671
14945,"Aditi Sinha",358349.38,672
14699,"Arjun Gupta",357680.68,673
13078,"Abhishek Sharma",357490.71,674
12549,"Aman Tiwari",356987.97,675
12310,"Vikas Singh",356952.44,676
11020,"Akash Sinha",356767.63,677
10686,"Abhishek Singh",356721.04,678
12355,"Rahul Tiwari",356665.21,679
14875,"Aman Mehta",356516.52,680
11945,"Aditya Bansal",356073.37,681
14965,"Rohit Mishra",356058.16,682
14319,"Mohit Sharma",355591.93,683
11254,"Abhishek Kumar",355150.86,684
14140,"Karan Verma",354979.74,685
13302,"Neha Bansal",354907.95,686
10892,"Pooja Sharma",354687.45,687
14484,"Abhishek Chauhan",354659.24,688
10830,"Karan Chauhan",354515.62,689
10649,"Vikas Verma",354088.87,690
12940,"Himanshu Tiwari",353843.09,691
11531,"Arjun Jain",353828.57,692
13288,"Isha Shah",353568.18,693
11929,"Yash Kapoor",353346.4,694
10779,"Sahil Kapoor",352567.48,695
13039,"Sahil Shah",352525.05,696
10315,"Arjun Sharma",352510.8,697
14074,"Himanshu Bansal",351883.05,698
11320,"Varun Agarwal",351673.09,699
14108,"Isha Verma",351210.25,700
11118,"Nikhil Tiwari",351089.7,701
14823,"Abhishek Singh",350445.38,702
